"ITTER107"	"Territorio"	"TIPO_DATO_ISTR"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"CITTADINANZA"	"Cittadinanza"	"ORDINESCOL2"	"Ordine scolastico"	"NATGIUR1"	"Gestione della scuola"	"TIPO_SCUOLA2"	"Tipo di scuola superiore"	"TIME"	"Seleziona anno (anno t= anno sc. t-1 / t)"	"Value"	"Flag Codes"	"Flags"
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	248		
"ITC4"	"Lombardia"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	223		
"ITF2"	"Molise"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ALL"	"totale"	"2018"	"2018"	197		
"ITF"	"Sud"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	14663		
"ITF3"	"Campania"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	33		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	1644		
"ITD3"	"Veneto"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	10		
"ITF2"	"Molise"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	98		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	5977		
"ITC4"	"Lombardia"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"LIN"	"liceo linguistico"	"2018"	"2018"	23		
"ITE"	"Centro"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	396		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	1298		
"ITC3"	"Liguria"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	82		
"ITD"	"Nord-est"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	5047		
"ITE3"	"Marche"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	4410		
"ITE4"	"Lazio"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	30409		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	130		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	6		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	1082		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	1473		
"ITE"	"Centro"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	1200		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	234		
"ITE1"	"Toscana"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	14		
"ITD4"	"Friuli-Venezia Giulia"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	239		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	9273		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	1209		
"ITDA"	"Trentino Alto Adige / Südtirol"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	1390		
"ITD2"	"Provincia Autonoma Trento"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	534		
"ITD5"	"Emilia-Romagna"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	547		
"IT"	"Italia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	98		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	74		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	73		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	1512		
"ITE3"	"Marche"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	5001		
"ITC1"	"Piemonte"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	116		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	15		
"IT"	"Italia"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ARTI"	"liceo artistico"	"2018"	"2018"	2501		
"ITD3"	"Veneto"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	547		
"ITC3"	"Liguria"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	7		
"ITE1"	"Toscana"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	439		
"ITF3"	"Campania"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	9721		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	9878		
"ITE3"	"Marche"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	8		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	2364		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	1598		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	11112		
"ITE"	"Centro"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	524		
"ITF"	"Sud"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	997		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	3467		
"ITF2"	"Molise"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	8		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	2062		
"ITC4"	"Lombardia"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SCI"	"liceo scientifico"	"2018"	"2018"	1907		
"ITD4"	"Friuli-Venezia Giulia"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SCI"	"liceo scientifico"	"2018"	"2018"	349		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	412		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	0		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	618		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	55		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ART"	"istituto d arte"	"2018"	"2018"	123		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	4768		
"ITF3"	"Campania"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	61		
"ITDA"	"Trentino Alto Adige / Südtirol"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	83		
"ITE1"	"Toscana"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	2060		
"ITE1"	"Toscana"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"ALL"	"totale"	"2018"	"2018"	7642		
"ITD3"	"Veneto"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	51		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	856		
"IT"	"Italia"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	346		
"ITC4"	"Lombardia"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	27		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"ALL"	"totale"	"2018"	"2018"	109		
"ITE"	"Centro"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	1524		
"ITE"	"Centro"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	55166		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	3443		
"ITD2"	"Provincia Autonoma Trento"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	32		
"ITE"	"Centro"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ALL"	"totale"	"2018"	"2018"	258273		
"ITC3"	"Liguria"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	210		
"ITF2"	"Molise"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	444		
"ITD2"	"Provincia Autonoma Trento"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	56		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	22791		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	2226		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"VOC_OTH"	"altri istituti professionali"	"2018"	"2018"	42		
"ITC1"	"Piemonte"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"IND"	"istituto professionale per l'industria e l'artigianato"	"2018"	"2018"	149		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"LIN"	"liceo linguistico"	"2018"	"2018"	1172		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	293		
"ITD3"	"Veneto"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	632		
"ITC"	"Nord-ovest"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	4531		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ALL"	"totale"	"2018"	"2018"	12412		
"ITC1"	"Piemonte"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	47		
"ITF2"	"Molise"	"REPT"	"ripetenti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	19		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	244		
"ITE"	"Centro"	"ENR"	"iscritti "	"M"	"maschi"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	467		
"ITF"	"Sud"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	54886		
"ITF2"	"Molise"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ARTI"	"liceo artistico"	"2018"	"2018"	380		
"ITC"	"Nord-ovest"	"ENR"	"iscritti "	"M"	"maschi"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	11950		
"ITC3"	"Liguria"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	549		
"ITE3"	"Marche"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COM"	"istituto professionale per i servizi commerciali"	"2018"	"2018"	113		
"ITE2"	"Umbria"	"ENR"	"iscritti "	"M"	"maschi"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"CLA"	"liceo classico"	"2018"	"2018"	1620		
"ITF1"	"Abruzzo"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"ART"	"istituto d arte"	"2018"	"2018"	7		
"IT"	"Italia"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	9		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"CLA"	"liceo classico"	"2018"	"2018"	5		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"STA"	"statale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	5153		
"ITC"	"Nord-ovest"	"SCHO"	"scuole"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	4		
"ITC2"	"Valle d'Aosta / Vallée d'Aoste"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	0		
"ITD1"	"Provincia Autonoma Bolzano / Bozen"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PRI"	"privata"	"SCI"	"liceo scientifico"	"2018"	"2018"	19		
"ITD5"	"Emilia-Romagna"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ARTI"	"liceo artistico"	"2018"	"2018"	238		
"ITD4"	"Friuli-Venezia Giulia"	"ENR"	"iscritti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"INDU"	"istituto tecnico industriale"	"2018"	"2018"	6824		
"IT"	"Italia"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	5551		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"ART"	"istituto d arte"	"2018"	"2018"	7683		
"ITF1"	"Abruzzo"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"CLA"	"liceo classico"	"2018"	"2018"	3863		
"ITF3"	"Campania"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"SUR"	"istituto tecnico per geometri"	"2018"	"2018"	669		
"ITD"	"Nord-est"	"ENR"	"iscritti "	"F"	"femmine"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"PUB_NSTA"	"non statale pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	259		
"ITC"	"Nord-ovest"	"REPT"	"ripetenti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"TECH"	"altri istituti tecnici"	"2018"	"2018"	596		
"ITC3"	"Liguria"	"ENR"	"iscritti "	"F"	"femmine"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	3838		
"ITDA"	"Trentino Alto Adige / Südtirol"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"LIN"	"liceo linguistico"	"2018"	"2018"	15		
"ITD3"	"Veneto"	"CLAS"	"classi"	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"CLA"	"liceo classico"	"2018"	"2018"	891		
"ITD5"	"Emilia-Romagna"	"REPT"	"ripetenti "	"T"	"totale"	"TOTAL"	"totale"	"UPP"	"secondaria II grado"	"ALL"	"totale"	"HOT"	"istituto professionale per i servizi alberghieri e ristorazione"	"2018"	"2018"	840		
"ITE3"	"Marche"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"COMM"	"istituto tecnico commerciale"	"2018"	"2018"	7289		
"ITF3"	"Campania"	"ENR"	"iscritti "	"F"	"femmine"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	42949		
"ITE"	"Centro"	"ENR"	"iscritti "	"T"	"totale"	"ITL"	"italiano-a"	"UPP"	"secondaria II grado"	"PUB"	"pubblica"	"PSY"	"licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)"	"2018"	"2018"	34987		
"ITF"	"Sud"	"ENR"	"iscritti "	"T"	"totale"	"FRG"	"straniero-a"	"UPP"	"secondaria II grado"	"STA"	"statale"	"SCI"	"liceo scientifico"	"2018"	"2018"	2812		
